#name	value	
D00174	32103_at	
BC008751	33908_at	
L24559	1775_at	
AF163840	41658_at	
BC014889	39688_at	
BT006718	39688_at	
U60873	38207_at	
BC014791	33906_at	
BC023991	32209_at	
BC032373	32209_at	
AB005666	36843_at	
U74667	465_at	
BC059408	34047_at	
BC043146	34047_at	
AF016045	34047_at	
BC048255	40718_at	
U63825	41850_s_at	
BC010025	39076_s_at	
BC010025	39077_at	
U41843	39076_s_at	
U41843	39077_at	
BC001058	33706_at	
AF068235	38663_at	
BC031334	33128_s_at	
BC053577	36973_at	
BX537771	36973_at	
BC000401	36973_at	
U41371	36973_at	
BC014125	36973_at	
AK126488	36973_at	
M86407	34499_at	
AF002210	36068_at	
AF315632	41460_at	
AF315633	41460_at	
BC021120	35351_at	
BC032735	35351_at	
U89505	35351_at	
BC028240	41804_at	
BC028240	41805_g_at	
AK026184	41804_at	
AK026184	41805_g_at	
AF121951	40938_at	
AF121951	41804_at	
AF121951	41805_g_at	
BC001338	31846_at	
AB023221	33360_at	
BC001203	33360_at	
X61157	38447_at	
U53174	1324_at	
BC000094	41374_at	
BC006106	41374_at	
U78521	36586_at	
BC010915	33396_at	
BC010915	829_s_at	
AF092131	37329_at	
BC007619	37329_at	
BC002553	40685_at	
BC013584	40685_at	
BC033099	40685_at	
BT009832	40685_at	
BC014168	40685_at	
U65579	38257_at	
U45285	36028_at	
AF497545	36028_at	
AF077820	41831_at	
BC030241	35879_at	
AF077047	35879_at	
L14754	31861_at	
BC023620	2017_s_at	
BC023620	2020_at	
BC023620	38418_at	
BC000334	38755_at	
BT006927	38755_at	
U22815	41780_at	
U22815	41781_at	
U22815	41782_g_at	
U22815	944_s_at	
BC034046	41780_at	
BC034046	41781_at	
BC034046	41782_g_at	
BC034046	944_s_at	
D49354	41780_at	
D49354	41781_at	
D49354	41782_g_at	
D49354	944_s_at	
BC033889	39861_at	
BC008799	39861_at	
M98343	39861_at	
X63755	34555_at	
U08471	522_s_at	
BC002947	534_s_at	
BC002947	821_s_at	
U78793	534_s_at	
U78793	821_s_at	
S73490	534_s_at	
S73490	821_s_at	
BT007158	534_s_at	
BT007158	821_s_at	
M35069	534_s_at	
M35069	821_s_at	
AF000381	534_s_at	
S73474	534_s_at	
AF000380	33871_s_at	
J02876	33871_s_at	
Y14385	36598_s_at	
L36818	36598_s_at	
L24444	36598_s_at	
BC012104	36292_at	
BC009391	38222_at	
BT006771	38222_at	
AF378754	36025_at	
AB002335	36025_at	
U89715	33105_at	
AF101054	33105_at	
BC008075	33105_at	
AF100612	33105_at	
D26018	37646_at	
BC020587	37646_at	
D14658	37359_at	
BC008063	37359_at	
Y18563	31643_at	
BC041095	37684_at	
BC034149	34645_at	
AB062288	34645_at	
BC014623	33681_at	
BC014623	39166_s_at	
BC014623	39167_r_at	
AB012958	39429_at	
BC018123	38504_at	
AK128124	38504_at	
U39226	33197_at	
U39226	41041_s_at	
U39226	41042_r_at	
AB020631	41665_at	
AF070418	31853_at	
AF099032	31853_at	
AF078933	31853_at	
BC047672	31853_at	
BC001278	40078_at	
M27160	38927_i_at	
M27160	38928_r_at	
S66645	38927_i_at	
S66645	38928_r_at	
AJ012370	35914_r_at	
U25341	31405_at	
AY114100	31405_at	
AF467654	31405_at	
AF398509	35623_at	
AK074897	35623_at	
M58597	39210_at	
BC057783	32038_s_at	
BC057783	40262_at	
AF031166	32038_s_at	
AF031166	40262_at	
BC026191	40455_at	
AB020637	40455_at	
BC001233	39785_at	
D42054	39785_at	
BC039711	39785_at	
AF004715	35074_at	
AB013802	34173_s_at	
AB013803	34173_s_at	
BC038235	37979_at	
AY316529	37979_at	
AL832620	37979_at	
AF070674	1717_s_at	
AF207599	36578_at	
BC028578	36578_at	
AF136978	35761_at	
AF302110	35761_at	
AF201943	35761_at	
AL050073	35761_at	
AF132199	35761_at	
X81882	41110_at	
D90228	39678_at	
BC010942	39678_at	
U33841	2000_at	
U33841	2001_g_at	
U33841	1863_s_at	
BC061584	1862_at	
BC061584	1863_s_at	
BC007023	2000_at	
BC007023	2001_g_at	
U28042	831_at	
BC049217	831_at	
BC010284	36893_at	
BT006681	36893_at	
AL136764	35999_r_at	
AB018324	35999_r_at	
AB084424	35999_r_at	
BC013612	35999_r_at	
D89617	540_at	
D89617	541_g_at	
BC033034	36534_at	
AB051522	36534_at	
AK055899	36534_at	
BC041626	36534_at	
AF317200	39041_at	
BC039084	39041_at	
Z48500	39041_at	
J03866	39041_at	
X13822	39041_at	
BC015188	40467_at	
BT007238	40467_at	
BC009686	35697_at	
AF005070	1566_at	
AF005070	38243_at	
BC047244	1566_at	
BC047244	38243_at	
BC047244	1111_at	
BC047244	1112_g_at	
S71824	1566_at	
S71824	38243_at	
S71824	1111_at	
S71824	1112_g_at	
X16841	1566_at	
X16841	38243_at	
X16841	1111_at	
X16841	1112_g_at	
BC014205	1566_at	
BC014205	38243_at	
BC014205	1111_at	
BC014205	1112_g_at	
BC014205	41289_at	
BC004453	740_at	
BC004453	741_g_at	
AJ003080	740_at	
AJ003080	741_g_at	
Z19002	39681_at	
BC000234	37032_at	
BC027977	36106_at	
BC000398	32445_at	
BC001774	32445_at	
BC010946	36931_at	
BC004927	36931_at	
AB028975	33698_at	
BC054015	33698_at	
BC000602	33698_at	
AK125995	33698_at	
AL137265	33698_at	
AL117632	33698_at	
AK001412	33698_at	
X86400	39498_at	
X65705	39498_at	
BC028082	1061_at	
BC028082	1062_g_at	
BC028082	35659_at	
AF272382	1124_at	
BC049847	36277_at	
X04145	39226_at	
BC052643	36579_at	
D50916	36579_at	
BC015128	38693_at	
L04284	1124_at	
AY187942	1124_at	
AY187944	1124_at	
AY187945	1124_at	
AF232000	1124_at	
AF232001	1124_at	
AF272370	1124_at	
AF272377	1124_at	
AF272378	1124_at	
AF272380	1124_at	
AF272381	34370_at	
AF272381	1124_at	
S78571	1124_at	
AF487906	1124_at	
AF492830	1124_at	
BX640860	34370_at	
X81198	34370_at	
AB094090	37375_at	
AB014538	37375_at	
AK074070	37375_at	
AK125783	37375_at	
BC013031	37375_at	
BC014510	37375_at	
AK027510	37375_at	
AK074918	37375_at	
X68149	1003_s_at	
X68149	1004_at	
X68149	37455_at	
Y13645	32448_at	
AB009454	32448_at	
AF308800	32823_at	
BC000520	37649_at	
AB094094	35189_at	
BC022219	35189_at	
AB006623	35189_at	
BC021254	35189_at	
BC033083	35189_at	
BC052246	35189_at	
BC012856	37564_at	
AL080201	37564_at	
X57110	34416_at	
AF133895	32928_at	
AF180681	35772_at	
BC012333	33421_s_at	
NM_003105	32140_at	
U60975	32140_at	
AF001622	36389_at	
AB033027	41559_at	
AY366506	38151_at	
AY366506	38152_at	
AY366507	38151_at	
AY366508	38151_at	
AY366508	38152_at	
AF002672	38151_at	
AF002672	38152_at	
BC002835	33925_at	
AF010313	38097_at	
BC002390	38097_at	
L38961	37991_at	
BC048348	37991_at	
BC017575	38920_at	
BC010645	36916_at	
AF516604	36916_at	
AF525084	36916_at	
AF516602	36916_at	
AF516603	36916_at	
AK021929	36916_at	
AK128605	36916_at	
BC001670	41425_at	
AF327066	41425_at	
S72620	41425_at	
U52154	32356_at	
AJ243512	35425_at	
L19597	33944_at	
BC004371	33944_at	
BC000373	33944_at	
AF168956	33944_at	
L23114	33944_at	
L23113	33944_at	
BC030532	35309_at	
BC005826	35309_at	
BC018146	35309_at	
AJ416101	32526_at	
AY358335	32526_at	
BC010690	32526_at	
AK027435	32526_at	
BC040641	35707_at	
AK074703	35707_at	
BC008326	35707_at	
AK074750	35707_at	
BC003075	36187_at	
BC011186	36187_at	
AK027172	36187_at	
BC006499	1590_s_at	
BC006499	35701_at	
AF493916	1590_s_at	
AF493916	35701_at	
U53831	36412_s_at	
U53830	36412_s_at	
U53832	36412_s_at	
AF076494	36412_s_at	
AF049460	35771_at	
BC018649	35841_at	
BC018649	503_at	
AK092533	38217_at	
U97698	38217_at	
AK096772	38217_at	
AK124467	1561_at	
AK124467	1562_g_at	
U27193	1561_at	
U27193	1562_g_at	
BC016320	239_at	
BC000531	1591_s_at	
BC000531	2079_s_at	
BC000531	36782_s_at	
BT007013	1591_s_at	
BT007013	2079_s_at	
BT007013	36782_s_at	
BC005255	160038_s_at	
M17589	32300_s_at	
AY144494	32300_s_at	
AY144495	32300_s_at	
M24790	32300_s_at	
BC057801	31355_at	
U22398	1787_at	
U22398	38673_s_at	
U22398	39545_at	
AF037066	37414_at	
BC030237	37414_at	
BC005034	31888_s_at	
BC005034	40237_at	
BC022090	32575_at	
AK125503	40408_at	
BC002880	40408_at	
BT009913	40408_at	
AF003540	41393_at	
AF231130	39024_at	
AF231130	38911_at	
AJ438986	38911_at	
X61587	36902_at	
BC010861	37126_at	
BC007075	31687_f_at	
BC007075	32052_at	
AF181832	31687_f_at	
AF181832	32052_at	
NM_000519	33516_at	
AY034468	33516_at	
X55656	38585_at	
BC020719	38585_at	
BC010913	38585_at	
BC010914	38585_at	
M15386	38585_at	
AF110493	38585_at	
BC015537	41617_at	
BC010854	1101_at	
BX538185	1101_at	
L77864	1101_at	
AF394214	1101_at	
J03048	39763_at	
BC005395	39763_at	
AK126685	34700_at	
AF220020	34700_at	
BC000392	36193_at	
AB007869	36087_at	
BC012088	868_at	
AF017456	32824_at	
AY358502	32824_at	
AB053446	1689_at	
M26682	35103_i_at	
M26682	35104_r_at	
BC039512	35103_i_at	
BC039512	35104_r_at	
AB002296	38962_at	
U15780	37745_s_at	
U15780	37746_r_at	
AK126554	37745_s_at	
AK126554	37746_r_at	
BC036655	37745_s_at	
BC036655	37746_r_at	
AK025499	33924_at	
AL117448	33924_at	
BC009354	33924_at	
AB029014	33924_at	
D26067	41129_at	
U73824	41785_at	
BC007660	34856_at	
AK090952	34856_at	
AF034208	34856_at	
V00597	34399_at	
V00597	708_at	
BC013106	32827_at	
AF084457	34326_at	
BC002577	38371_at	
BT006647	38371_at	
X02330	36299_at	
X02330	36300_at	
BC006772	33619_at	
AF087138	41792_at	
BC016057	37847_at	
X52836	37879_r_at	
AY196344	37879_r_at	
AY196345	37879_r_at	
BC007026	32369_at	
NM_030754	33272_at	
BC033640	35223_at	
AY142148	35223_at	
U82130	147_at	
AY207473	147_at	
BC024010	38444_at	
AY054403	40023_at	
AY054403	1088_at	
BC029795	40023_at	
BC029795	1088_at	
AB038670	40023_at	
AB038670	1088_at	
AB038671	40023_at	
AB038671	1088_at	
AY442188	40023_at	
AY442188	1088_at	
M30627	32316_s_at	
M55514	32344_r_at	
U57911	36029_at	
AY047583	40740_at	
BC011953	40740_at	
BX640762	40740_at	
X51630	1500_at	
X51630	1684_s_at	
S79672	1500_at	
BC010533	41183_at	
U15782	41183_at	
BC009792	41183_at	
BC001506	39351_at	
BT007104	39351_at	
X61118	32184_at	
BX640841	37163_at	
AK091560	37163_at	
AK095632	37163_at	
BC029743	31913_at	
AF115402	31913_at	
AK074633	31913_at	
D85884	34582_at	
BX640676	40017_at	
AL050214	40017_at	
AK027841	40017_at	
BC031052	1209_at	
BC022397	33595_r_at	
BC022397	578_at	
AF080577	33595_r_at	
AF080577	578_at	
U79302	34629_at	
AF010315	36136_at	
BC000443	36136_at	
AK096176	34629_at	
AK096176	36136_at	
BC022567	41395_at	
AF208848	39551_at	
AB051483	39551_at	
AK023258	39551_at	
BC015714	39551_at	
BC018118	31451_at	
BC018118	39700_at	
BC018118	552_at	
BC018118	553_g_at	
U62794	31451_at	
U62794	552_at	
U62794	553_g_at	
D43948	37293_at	
BC035554	37293_at	
AK092678	37293_at	
BC041048	36059_at	
AB011540	36059_at	
BC030148	39437_at	
AL834337	39437_at	
BC003160	36651_at	
X84075	35038_at	
S80782	35038_at	
X52056	1341_at	
BC008713	592_at	
AF449218	34653_at	
BC004196	34653_at	
AF248648	34683_at	
BC036782	34683_at	
BC037404	35802_at	
AB023231	35802_at	
AK022987	35802_at	
AL137480	35802_at	
BX537864	35802_at	
BC008700	34253_at	
D83781	34253_at	
BC025672	1739_at	
BC025672	1740_g_at	
BC025672	1655_s_at	
M99487	1739_at	
M99487	1740_g_at	
M99487	1655_s_at	
NM_006637	31428_at	
BC032688	184_at	
AK074514	184_at	
BC005116	37739_at	
AB103033	33708_at	
BC019035	36062_at	
AF185696	41313_at	
M63154	32470_at	
BC018632	35919_at	
AB008535	34806_at	
BC018698	33230_at	
BC018698	33231_at	
BC050530	1641_s_at	
AF271778	39373_at	
AL512760	39373_at	
AL512760	41717_at	
AL512760	41718_g_at	
AL512760	41719_i_at	
AL512760	41720_r_at	
AL834479	39373_at	
AL834479	41717_at	
AL834479	41718_g_at	
AL834479	41719_i_at	
AL834479	41720_r_at	
AK074754	41717_at	
AK074754	41718_g_at	
AK074754	41719_i_at	
AK074754	41720_r_at	
BC004901	34224_at	
L20941	33943_at	
BC015946	33943_at	
AY033611	33943_at	
AK091153	37027_at	
AK128868	37027_at	
BC007949	1676_s_at	
BC013918	1676_s_at	
BC021974	1676_s_at	
AF119850	1676_s_at	
AK074061	1676_s_at	
BT006677	1676_s_at	
BC053650	40835_at	
AK093146	40835_at	
AK093146	40836_s_at	
AK128679	40835_at	
AK128679	40836_s_at	
AB009598	35179_at	
D42041	37040_at	
BC017435	37040_at	
BC005405	37040_at	
AF144074	37040_at	
BC040129	37376_at	
BC001372	37376_at	
BC009866	33361_at	
AK027524	33361_at	
BC004911	33361_at	
AK001998	39907_at	
BC028041	35302_at	
BC012137	40068_at	
BX537426	40068_at	
BC002645	40068_at	
BC033682	36237_at	
AB009697	36237_at	
AJ251529	36237_at	
AJ271205	36237_at	
BC034394	31819_at	
BC001387	35704_at	
AK091796	40600_at	
BC001901	1861_at	
BT006678	1861_at	
AB035266	37781_at	
AF043722	38359_at	
AF043722	38360_at	
AF043722	38361_g_at	
AF066859	40057_at	
L49380	35439_at	
L49380	35440_g_at	
L49380	41203_at	
L49380	41204_s_at	
D26122	41203_at	
D26122	41204_s_at	
D26121	35439_at	
D26121	35440_g_at	
D26121	41203_at	
D26121	41204_s_at	
U07349	187_at	
BC047865	187_at	
BC002664	448_s_at	
U93236	448_s_at	
Y12338	448_s_at	
BC002544	448_s_at	
AJ297488	448_s_at	
AF001434	40098_at	
BC008593	37146_at	
BC027481	37146_at	
BC053596	37146_at	
AB007864	37146_at	
BC041619	37146_at	
AK126181	37146_at	
AJ012371	34080_at	
AK124141	40265_s_at	
X65923	31955_at	
BC011263	1397_at	
BC011263	1398_g_at	
L19067	1045_s_at	
L19067	1271_g_at	
L19067	1295_at	
L19067	36645_at	
BC011603	1045_s_at	
BC011603	1271_g_at	
BC011603	1295_at	
BC011603	36645_at	
BC014095	1045_s_at	
BC014095	1271_g_at	
BC014095	1295_at	
BC014095	36645_at	
U33838	1045_s_at	
U33838	1271_g_at	
U33838	1295_at	
U33838	36645_at	
U88316	1271_g_at	
U88316	1295_at	
U88316	36645_at	
BC012318	33659_at	
BT006846	33659_at	
AY358899	35347_at	
BC014388	37361_at	
BC016648	32271_at	
BC009892	35326_at	
BC001299	35326_at	
S83365	35326_at	
L36463	1777_at	
L36463	1778_g_at	
L36463	39532_at	
AL050008	37101_at	
AL050008	37102_at	
BC009834	37101_at	
BC009834	37102_at	
BC021965	33140_at	
BC011387	39661_s_at	
AF034102	39661_s_at	
AF401235	39661_s_at	
BC011682	39846_at	
BC004951	41264_at	
AB008567	33630_s_at	
BC011617	38000_at	
BC001334	38397_at	
AF179890	38397_at	
BC008010	32157_at	
S57501	32157_at	
X81422	32070_at	
BC022230	38297_at	
AF334584	38297_at	
BC002850	35151_at	
BT006909	35151_at	
AY229977	31620_at	
U37519	37956_at	
BT006810	37956_at	
AL834403	32567_at	
D10704	32567_at	
BC036471	32567_at	
BC000185	35229_at	
AJ420378	35229_at	
L39211	35229_at	
M17446	1408_at	
M17446	1730_s_at	
NM_005247	1855_at	
AB028945	37806_at	
BC000054	39059_at	
BC013023	33822_at	
BC008345	33822_at	
BC004165	33822_at	
Z11584	33822_at	
Z11583	33822_at	
BC043499	33822_at	
BC005393	35715_at	
U67733	31904_at	
BC056401	34206_at	
AB018325	34206_at	
AY049732	34206_at	
AB018312	32224_at	
BC017751	32224_at	
AK128381	32224_at	
BC010394	32224_at	
D87470	36612_at	
BC052341	36612_at	
AK057157	35304_at	
AK057157	622_at	
AF091030	35304_at	
AF091030	622_at	
NM_003355	37591_at	
U94592	37591_at	
BC008392	34420_at	
BC008392	34421_g_at	
BC008392	34422_r_at	
BC035599	36552_at	
AL080220	36552_at	
BC042952	40286_r_at	
AK091109	40286_r_at	
BC057763	40286_r_at	
BC018771	32502_at	
AF217989	32502_at	
AL833941	32502_at	
AY358477	32502_at	
AF318377	32502_at	
AK074848	32502_at	
AK098808	32502_at	
Y12692	39808_at	
Y12692	2030_at	
AK075540	39808_at	
AK075540	2030_at	
AF081567	41141_at	
BC052210	31856_at	
Z24680	31856_at	
BC050377	1557_at	
BC050377	1558_g_at	
U24152	1557_at	
U24152	1558_g_at	
AF071884	1557_at	
AF071884	1558_g_at	
U53454	38732_at	
AF116664	38732_at	
BC001133	32051_at	
AB011143	35253_at	
BX640737	36078_at	
AB037723	36078_at	
AL080120	36078_at	
AK056531	36078_at	
BX537983	36078_at	
BC001500	36672_at	
BX641138	33599_at	
BX641138	807_at	
BC014213	33599_at	
BC014213	807_at	
AK126776	35945_at	
U32376	35945_at	
AK127150	35945_at	
AF039942	41495_at	
BC048259	37685_at	
U45976	37685_at	
AF477006	37685_at	
X79440	35216_at	
AK092181	35216_at	
AY424278	35216_at	
BC008059	133_at	
X87212	133_at	
BX537913	133_at	
BC054028	133_at	
D28539	35423_at	
D28539	35424_g_at	
AF022778	32869_at	
AF022778	32870_g_at	
AF022778	39233_at	
BC005241	32869_at	
BC005241	32870_g_at	
BC005241	39233_at	
AB028996	33277_at	
X51730	160021_r_at	
X51730	160034_s_at	
AB084248	160021_r_at	
AB084248	160034_s_at	
AB085683	160021_r_at	
AB085683	160034_s_at	
AB085843	160021_r_at	
AB085843	160034_s_at	
AB085844	160021_r_at	
AB085844	160034_s_at	
AB085845	160021_r_at	
AB085845	160034_s_at	
AY382151	160021_r_at	
AY382151	160034_s_at	
AY382152	160021_r_at	
AY382152	160034_s_at	
AJ006276	36365_at	
AY008283	40803_at	
AK075420	40803_at	
BC003635	668_s_at	
Y12779	31340_at	
J05556	681_at	
BC002591	1006_at	
BC013875	38428_at	
BC013118	38428_at	
BT006874	38428_at	
X05232	437_at	
L23808	1481_at	
L23808	1482_g_at	
X75308	39632_at	
AY256443	39632_at	
AY256444	39632_at	
AL050391	195_s_at	
BC017839	195_s_at	
U28979	195_s_at	
U28015	196_s_at	
BC041689	39320_at	
BC041689	574_s_at	
M87507	39320_at	
M87507	574_s_at	
Z50053	32301_at	
Z50053	32302_g_at	
U96094	39789_at	
BC005261	39789_at	
X97186	40732_at	
BC040356	40732_at	
BC050561	40732_at	
U58852	40732_at	
AY099469	35579_at	
AL137751	34886_at	
AL137751	34887_at	
BC047109	34886_at	
BC047109	34887_at	
BC029467	34887_at	
BC002626	34886_at	
Z49194	36239_at	
BC027596	41429_at	
BC027596	1093_at	
BC027596	1094_g_at	
AF163473	41429_at	
AF163473	1093_at	
AF163473	1094_g_at	
BC007008	32242_at	
BC007008	32243_g_at	
BC007007	1165_at	
BC021195	40371_at	
U54996	37854_at	
BC047021	37929_at	
AF132811	37929_at	
AF132811	35829_at	
AK075502	37929_at	
BX641042	37929_at	
AY358334	37929_at	
AB094146	37929_at	
BC004256	32518_at	
M10373	34523_at	
X13629	34523_at	
AB023216	34808_at	
AB023216	34809_at	
AK022302	34808_at	
AK022302	34809_at	
BC035583	34808_at	
BC035583	34809_at	
BC006357	34361_at	
U33849	34361_at	
BC005302	40954_at	
BT006721	40954_at	
AK096069	40954_at	
BC036793	34918_at	
AF275945	34986_at	
NM_000732	38319_at	
AB000824	35529_at	
D17532	36283_at	
BC039826	36283_at	
BC004294	31573_at	
AF111852	33921_at	
U65785	33863_at	
BC004560	33863_at	
BC013416	40195_at	
BC000325	35176_at	
M28882	797_at	
AK126303	797_at	
AJ297452	797_at	
BC041366	34901_at	
AK057225	34901_at	
BC002854	34901_at	
AF440755	34901_at	
BC005175	39395_at	
AF060231	34999_at	
AF230388	1898_at	
AF230389	1898_at	
BC007276	40637_at	
AF217511	40637_at	
BC008907	40637_at	
BC015699	40637_at	
BC016179	40637_at	
AF027219	38302_at	
AL162031	38302_at	
AF155101	38302_at	
BC009545	37743_at	
BC009545	37744_r_at	
BC014588	38494_at	
AF004841	31920_at	
BC008077	36679_at	
BC013583	36679_at	
BX640634	1518_at	
BX640634	1977_s_at	
BC017314	1518_at	
BC017314	1977_s_at	
X14798	1518_at	
X14798	1977_s_at	
S67063	1518_at	
S67063	1977_s_at	
U03884	36327_at	
S78737	36327_at	
AB018255	41455_at	
AY194287	41455_at	
AL833062	41455_at	
BC000277	41455_at	
AB079856	41455_at	
BC051236	41455_at	
AL512730	33196_at	
AL512730	39137_at	
AL512730	39138_g_at	
X80878	33196_at	
X80878	39137_at	
X80878	39138_g_at	
U08191	33196_at	
U08191	39137_at	
U08191	39138_g_at	
D87443	37045_at	
BC031620	37045_at	
AL512699	37045_at	
BX537377	41093_at	
BX537377	36043_at	
L34774	41093_at	
AY358228	34089_at	
AB028953	34089_at	
AK097578	34089_at	
BC011408	41862_at	
D29954	41862_at	
U89331	35073_at	
BC035407	1185_at	
L03426	34172_s_at	
L03426	34215_at	
BC028151	34172_s_at	
BC028151	34215_at	
U11090	34172_s_at	
U11090	34215_at	
U11090	35447_s_at	
AK096998	39636_at	
BC024310	41138_at	
U94362	35334_at	
X97868	35056_at	
M16505	38034_at	
Y12781	32554_s_at	
X83543	39283_at	
AB019432	40965_at	
BC001691	38943_at	
AF436849	34588_i_at	
AF436849	34589_f_at	
BC031210	37974_at	
AB002314	35030_i_at	
AB002314	35031_r_at	
BC040483	41490_at	
BC030019	41490_at	
M17733	31557_at	
BT007090	31557_at	
X02493	31557_at	
BC017265	39628_at	
BC062432	35764_at	
Y16355	35764_at	
BC052809	35764_at	
X52008	34554_at	
BC016652	962_at	
BC021816	35637_at	
AF119876	35637_at	
BC028142	35636_at	
D49677	38523_f_at	
BC050451	38523_f_at	
M73481	32430_at	
U57365	32430_at	
L13220	34612_at	
AF010233	40663_at	
Y15057	36706_at	
Y15057	36707_s_at	
BC036091	36706_at	
BC036091	36707_s_at	
BC036026	38946_at	
BC002406	38638_at	
S57358	38638_at	
AB020709	34418_at	
AF418269	34418_at	
AF418270	34418_at	
AF019612	31416_at	
BC036465	31416_at	
BC009898	38792_at	
U82970	33962_at	
BC016770	38435_at	
AF251292	34304_s_at	
BC008424	34304_s_at	
BT006825	34304_s_at	
BC019906	1272_at	
BC019906	35934_at	
X59739	38931_at	
AF505615	38931_at	
AF505616	38931_at	
AF505618	38931_at	
AF505619	38931_at	
AF505617	38931_at	
AF454950	38931_at	
AY072770	38931_at	
BC015948	36718_s_at	
BC015948	36719_r_at	
BC015948	36720_at	
X06745	786_at	
BC026071	35097_at	
NM_002365	32476_at	
BC032852	31582_at	
BC032852	33970_at	
X82539	31582_at	
X82539	33970_at	
BC042421	38129_at	
BC042421	38130_s_at	
L13943	38129_at	
L13943	38130_s_at	
BC030786	35978_at	
AF009242	35978_at	
Z32684	40647_at	
BC032720	37975_at	
AF049615	35501_at	
K02100	35111_at	
K02100	683_at	
AB062057	38408_at	
AB102665	38408_at	
AK075382	40903_at	
AY429341	40903_at	
AL049929	40903_at	
BC010395	40903_at	
Y17975	40903_at	
NM_030757	37650_at	
X98296	32572_at	
X98296	968_i_at	
X98296	969_s_at	
X98296	970_r_at	
BC046205	32572_at	
BC046205	968_i_at	
BC046205	969_s_at	
BC046205	970_r_at	
AF000982	39744_at	
AF000982	826_at	
BC008064	41770_at	
BC008064	41771_g_at	
BC008064	41772_at	
AF000993	39703_at	
BX640694	39703_at	
AL831996	39703_at	
AB037187	33037_at	
AJ007590	39964_at	
D86969	37636_at	
AB032064	942_at	
BC008733	40070_at	
AK000962	40070_at	
BX537969	40070_at	
AL137421	40070_at	
BC003089	40070_at	
D50912	40070_at	
BC000681	40070_at	
BC013041	1268_at	
Y10696	34079_at	
AF258566	1268_at	
BC015607	1224_at	
BC015607	1225_g_at	
BC015607	39183_at	
BC006190	1224_at	
BC006190	1225_g_at	
BC006190	39183_at	
BT006827	1224_at	
BT006827	1225_g_at	
BT006827	39183_at	
BC009852	1224_at	
BC009852	1225_g_at	
BC009852	39183_at	
AB073597	162_at	
BC000350	162_at	
U28687	32443_at	
BC002466	1706_at	
BC002466	1707_g_at	
BC007514	1706_at	
BC007514	1707_g_at	
BC000866	1693_s_at	
BC007097	1693_s_at	
BC001003	34068_f_at	
BC001003	34069_s_at	
AF402619	34068_f_at	
AF402619	34069_s_at	
BC005325	35950_at	
BC023584	33437_at	
BC046501	32536_at	
BC006825	41741_at	
AK026664	41741_at	
AK125614	41741_at	
BC002961	38963_i_at	
BC002961	38964_r_at	
X17254	36787_at	
BC009797	36787_at	
AL137696	35795_at	
AJ011972	35795_at	
BC011498	35795_at	
AF174499	35795_at	
AK127118	35795_at	
AJ005893	34325_at	
AB041833	34325_at	
AB041834	34325_at	
AB041836	34325_at	
L09604	37326_at	
BC000972	39587_at	
BC018052	31498_f_at	
BC018052	31953_f_at	
BC018052	31953_f_at	
BC018052	31953_f_at	
BC018052	31954_f_at	
BC018052	33671_f_at	
BC018052	33680_f_at	
BC018052	33680_f_at	
BC018052	37065_f_at	
U19145	31953_f_at	
U19145	31953_f_at	
U19145	33671_f_at	
U19145	33680_f_at	
U19145	37065_f_at	
BC031628	31953_f_at	
BC031628	33671_f_at	
BC031628	33680_f_at	
BC031628	37065_f_at	
U19144	31498_f_at	
U19144	31953_f_at	
U19144	31953_f_at	
U19144	31954_f_at	
U19144	33671_f_at	
U19144	33680_f_at	
U19144	33680_f_at	
U19144	37065_f_at	
BC024914	31498_f_at	
BC024914	31953_f_at	
BC024914	31954_f_at	
BC024914	33671_f_at	
BC024914	33680_f_at	
BC024914	37065_f_at	
NM_001477	31498_f_at	
NM_001477	31953_f_at	
NM_001477	31954_f_at	
NM_001477	31960_f_at	
NM_001477	33671_f_at	
NM_001477	33680_f_at	
NM_001477	37065_f_at	
U19142	31497_at	
U19142	31960_f_at	
U19142	33671_f_at	
BC036094	31497_at	
AK092503	38322_at	
BC010897	38322_at	
X91906	34024_at	
BC014070	41139_at	
AK074092	41139_at	
AF217963	41139_at	
BC002818	34068_f_at	
BC002818	34069_s_at	
BC002818	126_s_at	
BC002818	36409_f_at	
BC016957	34068_f_at	
BC016957	34069_s_at	
BC016957	126_s_at	
BC016957	36409_f_at	
X79200	34068_f_at	
X79200	34069_s_at	
X79200	126_s_at	
X79200	36409_f_at	
AF190791	34068_f_at	
AF190791	34069_s_at	
AF190791	126_s_at	
AF190791	36409_f_at	
BC024270	40165_at	
AF254794	40165_at	
AB015345	40165_at	
BC001566	40165_at	
BC011825	33242_at	
AF320070	34859_at	
AF320070	34860_g_at	
AF148815	34859_at	
AF148815	34860_g_at	
AF320907	34859_at	
AF320907	34860_g_at	
AB029037	34729_at	
AB029037	34730_g_at	
AF349719	34729_at	
AF349719	34730_g_at	
AF349720	34729_at	
AF349720	34730_g_at	
AF349721	34729_at	
AF349721	34730_g_at	
AF349722	34729_at	
AF349722	34730_g_at	
AK001300	34729_at	
AK001300	34730_g_at	
U04811	34729_at	
U04811	34730_g_at	
AF119046	35375_at	
BC034726	39989_at	
X90530	39989_at	
AF189009	34824_at	
AL442081	34824_at	
AB015344	34824_at	
L14788	36373_at	
BC011827	40771_at	
BC017293	40771_at	
BC011561	35644_at	
AB014598	35644_at	
AY358990	35644_at	
M23263	1577_at	
M23263	1578_g_at	
